t_low,t_high,approve_rate,review_rate,reject_rate,approve_observed_default_rate,review_observed_default_rate,reject_observed_default_rate,risk_proxy_nonrejected,approve_avg_pd
0.19,0.25,0.6667999326656006,0.08479925932160592,0.24840080801279354,0.051563634068604244,0.20818858560794046,0.5818720880982634,68129235.72366403,0.05285186693072319
0.11,0.17,0.5096056729231546,0.12395842100833263,0.36643590606851273,0.023060883209117,0.1345272449499236,0.4588704814953056,35972530.5442592,0.023736566305160522
0.1,0.24,0.48526007911791935,0.25395589596835283,0.2607840249137278,0.018840925351776772,0.158298119148231,0.5645701375721144,63939264.66735953,0.019658619537949562
0.12,0.3,0.5329517717363859,0.2698005218415958,0.19724770642201836,0.027025426405559064,0.19330057713305257,0.6591636441220396,88066455.90914951,0.02773439697921276
0.08,0.22,0.4384311084925511,0.2738195438094436,0.2877493476980052,0.011686504127471683,0.13974487051410128,0.5323583180987203,55633218.00146977,0.012143290601670742
0.1,0.28,0.48526007911791935,0.29893317060853464,0.215806750273546,0.018840925351776772,0.17192834266004997,0.6303627145085804,80277644.08578368,0.019658619537949562
