t_low,t_high,approve_rate,review_rate,reject_rate,approve_observed_default_rate,review_observed_default_rate,reject_observed_default_rate,nonrejected_observed_default_rate,approve_avg_pd,review_avg_pd,reject_avg_pd,risk_proxy_nonrejected,risk_proxy_approved_only
0.16,0.27,0.709934506430995,0.0876351298035193,0.20243036376548568,0.05993108814049127,0.24707365388078517,0.6539331098464177,0.08049388578891131,0.057658149921447556,0.20682077402446428,0.6835444210571426,51643287.099809326,34829629.321457714
0.16,0.3,0.709934506430995,0.10379547068570978,0.1862700228832952,0.05993108814049127,0.25786832902539153,0.6832161314919936,0.08517900779643924,0.057658149921447556,0.21886525208087465,0.7181922633332125,56346319.210990235,34829629.321457714
0.16,0.33,0.709934506430995,0.11716247139588101,0.17290302217312398,0.05993108814049127,0.2650862068965517,0.7112084702446149,0.08899234864240875,0.057658149921447556,0.22977374314450583,0.7494030465455466,60543171.54211727,34829629.321457714
0.16,0.36,0.709934506430995,0.1278150398484968,0.16225045372050817,0.05993108814049127,0.273243610322262,0.7340725610349188,0.09247607565368096,0.057658149921447556,0.23932731252369024,0.7759933997596004,64318796.44304125,34829629.321457714
0.16,0.39,0.709934506430995,0.13752071332754676,0.1525447802414582,0.05993108814049127,0.2794353913243057,0.7578108835092076,0.09555112758151921,0.057658149921447556,0.2488604483311875,0.8015445996585817,68216867.99789001,34829629.321457714
0.16,0.42,0.709934506430995,0.14596386017517557,0.1441016333938294,0.05993108814049127,0.28413882581900746,0.7810754572335998,0.09816720138658407,0.057658149921447556,0.2578889385167595,0.8247820890062765,71968096.14267978,34829629.321457714
0.16,0.45,0.709934506430995,0.1527657224019569,0.13729977116704806,0.05993108814049127,0.28915289256198345,0.8001149425287356,0.10052135735845605,0.057658149921447556,0.26579160087102127,0.8440732586926819,75242875.73316982,34829629.321457714
0.16,0.48,0.709934506430995,0.1594255503827034,0.1306399431863016,0.05993108814049127,0.2933082557909325,0.8210920512201014,0.10272841142193258,0.057658149921447556,0.27411403192205125,0.863396967453643,78779657.57180771,34829629.321457714
0.16,0.51,0.709934506430995,0.16543833346484652,0.12462716010415845,0.05993108814049127,0.2981970809882667,0.8400658477903001,0.10496141919665393,0.057658149921447556,0.28213086590614256,0.8811855362496804,82150934.90759474,34829629.321457714
0.16,0.54,0.709934506430995,0.17105657697467055,0.11900891659433441,0.05993108814049127,0.30242642310176215,0.859567696591964,0.10701490398394956,0.057658149921447556,0.2901060716137009,0.898002962052369,85343514.12337168,34829629.321457714
0.16,0.57,0.709934506430995,0.17642231515821036,0.1136431784107946,0.05993108814049127,0.3066463905537168,0.8793223163449521,0.10903781781924364,0.057658149921447556,0.2981686963992086,0.9141886113055224,88523711.89533772,34829629.321457714
0.16,0.6,0.709934506430995,0.1808569399510771,0.10920855361792788,0.05993108814049127,0.3105584642233857,0.8960982658959538,0.11081583842678713,0.057658149921447556,0.3051898845387373,0.9275757182433366,91462793.7458159,34829629.321457714
0.16,0.63,0.709934506430995,0.18526000157815828,0.10480549199084668,0.05993108814049127,0.3151035011500128,0.9126637554585153,0.11273887596079261,0.057658149921447556,0.31254091768724285,0.940729139335533,94456492.80155282,34829629.321457714
0.18,0.21,0.7333070306951788,0.02668665667166417,0.2400063126331571,0.06473550553092584,0.2318154937906564,0.5954760652288269,0.07060240463484022,0.061222835274973575,0.19455727136168233,0.6139055307413603,43091541.941998646,38408576.265189886
0.18,0.24,0.7333070306951788,0.046666140613903576,0.2200268286909177,0.06473550553092584,0.24754819073385187,0.6251613828718978,0.07567326953038059,0.061222835274973575,0.20749829071791162,0.649239650820137,47188023.798885435,38408576.265189886
0.18,0.27,0.7333070306951788,0.06426260553933559,0.20243036376548568,0.06473550553092584,0.26031434184675833,0.6539331098464177,0.08049388578891131,0.061222835274973575,0.22039473685836095,0.6835444210571426,51643287.099809326,38408576.265189886
0.18,0.3,0.7333070306951788,0.08042294642152607,0.1862700228832952,0.06473550553092584,0.271585557299843,0.6832161314919936,0.08517900779643924,0.061222835274973575,0.23321200417294122,0.7181922633332125,56346319.210990235,38408576.265189886
0.18,0.33,0.7333070306951788,0.0937899471316973,0.17290302217312398,0.06473550553092584,0.2786471479050984,0.7112084702446149,0.08899234864240875,0.061222835274973575,0.24479419139057831,0.7494030465455466,60543171.54211727,38408576.265189886
0.18,0.36,0.7333070306951788,0.10444251558431311,0.16225045372050817,0.06473550553092584,0.2872469023874282,0.7340725610349188,0.09247607565368096,0.061222835274973575,0.2549536890992389,0.7759933997596004,64318796.44304125,38408576.265189886
0.18,0.39,0.7333070306951788,0.11414818906336306,0.1525447802414582,0.06473550553092584,0.2935158302225909,0.7578108835092076,0.09555112758151921,0.061222835274973575,0.26511012817466656,0.8015445996585817,68216867.99789001,38408576.265189886
0.18,0.42,0.7333070306951788,0.12259133591099187,0.1441016333938294,0.06473550553092584,0.2981462409886715,0.7810754572335998,0.09816720138658407,0.061222835274973575,0.2747407830420835,0.8247820890062765,71968096.14267978,38408576.265189886
0.18,0.45,0.7333070306951788,0.12939319813777322,0.13729977116704806,0.06473550553092584,0.30332967435053054,0.8001149425287356,0.10052135735845605,0.061222835274973575,0.28318505997815363,0.8440732586926819,75242875.73316982,38408576.265189886
0.18,0.48,0.7333070306951788,0.1360530261185197,0.1306399431863016,0.06473550553092584,0.30750492982252636,0.8210920512201014,0.10272841142193258,0.061222835274973575,0.2920857859651964,0.863396967453643,78779657.57180771,38408576.265189886
0.18,0.51,0.7333070306951788,0.14206580920066283,0.12462716010415845,0.06473550553092584,0.31259720062208396,0.8400658477903001,0.10496141919665393,0.061222835274973575,0.30066090620123176,0.8811855362496804,82150934.90759474,38408576.265189886
0.18,0.54,0.7333070306951788,0.14768405271048687,0.11900891659433441,0.06473550553092584,0.3169480658260312,0.859567696591964,0.10701490398394956,0.061222835274973575,0.3091933447905856,0.898002962052369,85343514.12337168,38408576.265189886
0.18,0.57,0.7333070306951788,0.15304979089402668,0.1136431784107946,0.06473550553092584,0.3213033615178387,0.8793223163449521,0.10903781781924364,0.061222835274973575,0.3178180519051504,0.9141886113055224,88523711.89533772,38408576.265189886
0.18,0.6,0.7333070306951788,0.1574844156868934,0.10920855361792788,0.06473550553092584,0.32538330494037476,0.8960982658959538,0.11081583842678713,0.061222835274973575,0.3253279574249249,0.9275757182433366,91462793.7458159,38408576.265189886
0.18,0.63,0.7333070306951788,0.1618874773139746,0.10480549199084668,0.06473550553092584,0.33018132189510624,0.9126637554585153,0.11273887596079261,0.061222835274973575,0.3331925758490875,0.940729139335533,94456492.80155282,38408576.265189886
0.2,0.21,0.751692574765249,0.00830111260159394,0.2400063126331571,0.0687577418068065,0.2376425855513308,0.5954760652288269,0.07060240463484022,0.06436655579449296,0.20519618006089888,0.6139055307413603,43091541.941998646,41529218.72357555
0.2,0.24,0.751692574765249,0.028280596543833348,0.2200268286909177,0.0687577418068065,0.25948660714285715,0.6251613828718978,0.07567326953038059,0.06436655579449296,0.2190342022836454,0.649239650820137,47188023.798885435,41529218.72357555
0.2,0.27,0.751692574765249,0.045877061469265366,0.20243036376548568,0.0687577418068065,0.27278981768145855,0.6539331098464177,0.08049388578891131,0.06436655579449296,0.2326743079899118,0.6835444210571426,51643287.099809326,41529218.72357555
0.2,0.3,0.751692574765249,0.06203740235145585,0.1862700228832952,0.0687577418068065,0.28415161536504707,0.6832161314919936,0.08517900779643924,0.06436655579449296,0.2460913808457737,0.7181922633332125,56346319.210990235,41529218.72357555
0.2,0.33,0.751692574765249,0.07540440306162709,0.17290302217312398,0.0687577418068065,0.2907074089577229,0.7112084702446149,0.08899234864240875,0.06436655579449296,0.25821446719833296,0.7494030465455466,60543171.54211727,41529218.72357555
0.2,0.36,0.751692574765249,0.08605697151424288,0.16225045372050817,0.0687577418068065,0.29965156794425085,0.7340725610349188,0.09247607565368096,0.06436655579449296,0.26888324945868164,0.7759933997596004,64318796.44304125,41529218.72357555
0.2,0.39,0.751692574765249,0.09576264499329283,0.1525447802414582,0.0687577418068065,0.3058668424522083,0.7578108835092076,0.09555112758151921,0.06436655579449296,0.27957785133928664,0.8015445996585817,68216867.99789001,41529218.72357555
0.2,0.42,0.751692574765249,0.10420579184092164,0.1441016333938294,0.0687577418068065,0.3103134938664244,0.7810754572335998,0.09816720138658407,0.06436655579449296,0.2897354607769699,0.8247820890062765,71968096.14267978,41529218.72357555
0.2,0.45,0.751692574765249,0.111007654067703,0.13729977116704806,0.0687577418068065,0.31560989479670176,0.8001149425287356,0.10052135735845605,0.06436655579449296,0.2986595324993332,0.8440732586926819,75242875.73316982,41529218.72357555
0.2,0.48,0.751692574765249,0.11766748204844946,0.1306399431863016,0.0687577418068065,0.3197424892703863,0.8210920512201014,0.10272841142193258,0.06436655579449296,0.3080751617013662,0.863396967453643,78779657.57180771,41529218.72357555
0.2,0.51,0.751692574765249,0.1236802651305926,0.12462716010415845,0.0687577418068065,0.324996810003828,0.8400658477903001,0.10496141919665393,0.06436655579449296,0.3171476741690591,0.8811855362496804,82150934.90759474,41529218.72357555
0.2,0.54,0.751692574765249,0.12929850864041664,0.11900891659433441,0.0687577418068065,0.32942756011229096,0.859567696591964,0.10701490398394956,0.06436655579449296,0.32617700053579013,0.898002962052369,85343514.12337168,41529218.72357555
0.2,0.57,0.751692574765249,0.13466424682395645,0.1136431784107946,0.0687577418068065,0.3338802296964725,0.8793223163449521,0.10903781781924364,0.06436655579449296,0.33530250934203404,0.9141886113055224,88523711.89533772,41529218.72357555
0.2,0.6,0.751692574765249,0.13909887161682316,0.10920855361792788,0.0687577418068065,0.33809847969140006,0.8960982658959538,0.11081583842678713,0.06436655579449296,0.3432476210554519,0.9275757182433366,91462793.7458159,41529218.72357555
0.2,0.63,0.751692574765249,0.14350193324390437,0.10480549199084668,0.0687577418068065,0.34312108215110526,0.9126637554585153,0.11273887596079261,0.06436655579449296,0.3515700305619013,0.940729139335533,94456492.80155282,41529218.72357555
0.22,0.24,0.7667797680107314,0.013193403298350824,0.2200268286909177,0.07246794410027374,0.2619617224880383,0.6251613828718978,0.07567326953038059,0.06722450566101934,0.22980341266488033,0.649239650820137,47188023.798885435,44432722.26313435
0.22,0.27,0.7667797680107314,0.030789868223782844,0.20243036376548568,0.07246794410027374,0.2803690415171707,0.6539331098464177,0.08049388578891131,0.06722450566101934,0.24397261702830395,0.6835444210571426,51643287.099809326,44432722.26313435
0.22,0.3,0.7667797680107314,0.04695020910597333,0.1862700228832952,0.07246794410027374,0.2927731092436975,0.6832161314919936,0.08517900779643924,0.06722450566101934,0.2578122960000954,0.7181922633332125,56346319.210990235,44432722.26313435
0.22,0.33,0.7667797680107314,0.06031720981614456,0.17290302217312398,0.07246794410027374,0.2990580847723705,0.7112084702446149,0.08899234864240875,0.06722450566101934,0.2703702477156416,0.7494030465455466,60543171.54211727,44432722.26313435
0.22,0.36,0.7667797680107314,0.07096977826876036,0.16225045372050817,0.07246794410027374,0.30865021125194575,0.7340725610349188,0.09247607565368096,0.06722450566101934,0.2814824820533107,0.7759933997596004,64318796.44304125,44432722.26313435
0.22,0.39,0.7667797680107314,0.08067545174781031,0.1525447802414582,0.07246794410027374,0.3149452269170579,0.7578108835092076,0.09555112758151921,0.06722450566101934,0.29266133889325874,0.8015445996585817,68216867.99789001,44432722.26313435
0.22,0.42,0.7667797680107314,0.08911859859543912,0.1441016333938294,0.07246794410027374,0.31928457588099873,0.7810754572335998,0.09816720138658407,0.06722450566101934,0.30329902780341417,0.8247820890062765,71968096.14267978,44432722.26313435
0.22,0.45,0.7667797680107314,0.09592046082222047,0.13729977116704806,0.07246794410027374,0.32477788746298125,0.8001149425287356,0.10052135735845605,0.06722450566101934,0.31266494144387247,0.8440732586926819,75242875.73316982,44432722.26313435
0.22,0.48,0.7667797680107314,0.10258028880296693,0.1306399431863016,0.07246794410027374,0.32892307692307693,0.8210920512201014,0.10272841142193258,0.06722450566101934,0.3225561181755282,0.863396967453643,78779657.57180771,44432722.26313435
0.22,0.51,0.7667797680107314,0.10859307188511008,0.12462716010415845,0.07246794410027374,0.3343990699026304,0.8400658477903001,0.10496141919665393,0.06722450566101934,0.33208729617184474,0.8811855362496804,82150934.90759474,44432722.26313435
0.22,0.54,0.7667797680107314,0.11421131539493411,0.11900891659433441,0.07246794410027374,0.3389526046704436,0.859567696591964,0.10701490398394956,0.06722450566101934,0.3415744822281713,0.898002962052369,85343514.12337168,44432722.26313435
0.22,0.57,0.7667797680107314,0.11957705357847392,0.1136431784107946,0.07246794410027374,0.3435396594958427,0.8793223163449521,0.10903781781924364,0.06722450566101934,0.3511604427492575,0.9141886113055224,88523711.89533772,44432722.26313435
0.22,0.6,0.7667797680107314,0.12401167837134064,0.10920855361792788,0.07246794410027374,0.347925680834818,0.8960982658959538,0.11081583842678713,0.06722450566101934,0.35950507692521,0.9275757182433366,91462793.7458159,44432722.26313435
0.22,0.63,0.7667797680107314,0.12841473999842185,0.10480549199084668,0.07246794410027374,0.3532014255868256,0.9126637554585153,0.11273887596079261,0.06722450566101934,0.36824783708921166,0.940729139335533,94456492.80155282,44432722.26313435
0.24,0.27,0.7799731713090823,0.017596464925432022,0.20243036376548568,0.07567326953038059,0.29417040358744395,0.6539331098464177,0.08049388578891131,0.06997456062035462,0.2545963433492207,0.6835444210571426,51643287.099809326,47188023.798885435
0.24,0.3,0.7799731713090823,0.033756805807622504,0.1862700228832952,0.07567326953038059,0.30481533426834967,0.6832161314919936,0.08517900779643924,0.06997456062035462,0.2687591994448078,0.7181922633332125,56346319.210990235,47188023.798885435
0.24,0.33,0.7799731713090823,0.047123806517793736,0.17290302217312398,0.07567326953038059,0.30944407233757537,0.7112084702446149,0.08899234864240875,0.06997456062035462,0.28172787467560023,0.7494030465455466,60543171.54211727,47188023.798885435
0.24,0.36,0.7799731713090823,0.05777637497040953,0.16225045372050817,0.07567326953038059,0.3193116634799235,0.7340725610349188,0.09247607565368096,0.06997456062035462,0.29328354788470323,0.7759933997596004,64318796.44304125,47188023.798885435
0.24,0.39,0.7799731713090823,0.06748204844945949,0.1525447802414582,0.07567326953038059,0.3253040224508887,0.7578108835092076,0.09555112758151921,0.06997456062035462,0.30495068087803995,0.8015445996585817,68216867.99789001,47188023.798885435
0.24,0.42,0.7799731713090823,0.0759251952970883,0.1441016333938294,0.07567326953038059,0.32924547911037205,0.7810754572335998,0.09816720138658407,0.06997456062035462,0.316070246730002,0.8247820890062765,71968096.14267978,47188023.798885435
0.24,0.45,0.7799731713090823,0.08272705752386965,0.13729977116704806,0.07567326953038059,0.33479587943533,0.8001149425287356,0.10052135735845605,0.06997456062035462,0.3258797903678018,0.8440732586926819,75242875.73316982,47188023.798885435
0.24,0.48,0.7799731713090823,0.08938688550461611,0.1306399431863016,0.07567326953038059,0.3388064971751412,0.8210920512201014,0.10272841142193258,0.06997456062035462,0.3362463127035829,0.863396967453643,78779657.57180771,47188023.798885435
0.24,0.51,0.7799731713090823,0.09539966858675925,0.12462716010415845,0.07567326953038059,0.3444168734491315,0.8400658477903001,0.10496141919665393,0.06997456062035462,0.34623275963120326,0.8811855362496804,82150934.90759474,47188023.798885435
0.24,0.54,0.7799731713090823,0.10101791209658328,0.11900891659433441,0.07567326953038059,0.34900796750507734,0.859567696591964,0.10701490398394956,0.06997456062035462,0.3561722972812741,0.898002962052369,85343514.12337168,47188023.798885435
0.24,0.57,0.7799731713090823,0.1063836502801231,0.1136431784107946,0.07567326953038059,0.3536567274885032,0.8793223163449521,0.10903781781924364,0.06997456062035462,0.3662108028071924,0.9141886113055224,88523711.89533772,47188023.798885435
0.24,0.6,0.7799731713090823,0.11081827507298982,0.10920855361792788,0.07567326953038059,0.3581600683565936,0.8960982658959538,0.11081583842678713,0.06997456062035462,0.3749466308018315,0.9275757182433366,91462793.7458159,47188023.798885435
0.24,0.63,0.7799731713090823,0.11522133670007102,0.10480549199084668,0.07567326953038059,0.3636488152307903,0.9126637554585153,0.11273887596079261,0.06997456062035462,0.3841003968507157,0.940729139335533,94456492.80155282,47188023.798885435
